SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE,MMR1
6002299,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,HAVENS ELEMENTARY,79,0,4,70
6002307,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,WILDWOOD ELEMENTARY,59,0,4,55
6002315,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,ALISAL ELEMENTARY,114,0,5,109
130013,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,AMADOR VALLEY ADULT AND COMMUNITY EDUCATION, ,,,
6001366,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,DONLON ELEMENTARY,118,0,2,115
6002323,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,FAIRLANDS ELEMENTARY,115,0,1,114
6114318,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,HENRY P. MOHR ELEMENTARY,114,0,0,113
6001416,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,LYDIKSEN ELEMENTARY,117,0,5,111
6117600,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,PHOEBE APPERSON HEARST ELEMENTARY,116,1,7,107
6002349,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,VALLEY VIEW ELEMENTARY,109,0,2,106
6089361,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,VINTAGE HILLS ELEMENTARY,58,0,1,56
6002356,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,WALNUT GROVE ELEMENTARY,111,1,0,110
6002372,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,GARFIELD ELEMENTARY,63,0,0,62
6002398,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,JEFFERSON ELEMENTARY,89,0,2,87
6002414,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MADISON ELEMENTARY,58,0,2,56
6002422,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MCKINLEY ELEMENTARY,108,0,1,107
6002430,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MONROE ELEMENTARY,78,0,3,74
6002448,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,ROOSEVELT ELEMENTARY,96,0,1,94
6002455,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,WASHINGTON ELEMENTARY,54,0,0,54
6002463,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,WILSON ELEMENTARY,140,0,2,137
6002521,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,HAYWARD,COLONIAL ACRES ELEMENTARY,135,0,2,132
6002653,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,HAYWARD,LORENZO MANOR ELEMENTARY,102,0,1,96
6002539,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LEANDRO,CORVALLIS ELEMENTARY,110,0,0,106
6002620,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LEANDRO,HILLSIDE ELEMENTARY,125,0,0,117
6002505,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,BAY ELEMENTARY,104,0,2,101
6002547,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,DAYTON ELEMENTARY,98,0,1,94
6002554,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,DEL REY ELEMENTARY,101,0,1,93
6002604,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,GRANT ELEMENTARY,87,0,1,84
6002612,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,HESPERIAN ELEMENTARY,131,0,0,124
107839,ALAMEDA,PUBLIC,SBE - LIVERMORE VALLEY CHARTER,LIVERMORE,LIVERMORE VALLEY CHARTER, ,,,
6002711,ALAMEDA,PUBLIC,SUNOL GLEN UNIFIED,SUNOL,SUNOL GLEN ELEMENTARY,37,2,1,34
7094865,ALAMEDA,PRIVATE,,ALAMEDA,CHILDREN'S LEARNING CENTER, ,,,
6204697,ALAMEDA,PRIVATE,,ALAMEDA,CHINESE CHRISTIAN SCHOOLS–ALAMEDA,20,0,0,20
6922470,ALAMEDA,PRIVATE,,ALAMEDA,RISING STAR MONTESSORI SCHOOL,17,0,1,12
6965891,ALAMEDA,PRIVATE,,ALAMEDA,ST. JOSEPH ELEMENTARY,24,0,0,23
6973077,ALAMEDA,PRIVATE,,ALAMEDA,ST. PHILIP NERI ELEMENTARY,26,0,0,26
6141683,ALAMEDA,PRIVATE,,ALAMEDA,THE CHILD UNIQUE MONTESSORI SCHOOL, ,,,
6135743,ALAMEDA,PRIVATE,,BERKELEY,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,11,0,1,10
6142236,ALAMEDA,PRIVATE,,BERKELEY,BERKELEY ROSE SCHOOL,14,0,9,2
6972723,ALAMEDA,PRIVATE,,BERKELEY,BERKWOOD HEDGE,22,0,0,22
6989784,ALAMEDA,PRIVATE,,BERKELEY,BLACK PINE CIRCLE SCHOOL,14,0,2,12
6900757,ALAMEDA,PRIVATE,,BERKELEY,ECOLE BILINGUE DE BERKELEY,66,0,4,55
6973085,ALAMEDA,PRIVATE,,BERKELEY,SCHOOL OF THE MADELEINE,31,0,0,27
6967442,ALAMEDA,PRIVATE,,BERKELEY,THE BERKELEY SCHOOL,20,0,1,19
6994651,ALAMEDA,PRIVATE,,BERKELEY,WALDEN CENTER AND SCHOOL,11,0,1,9
6970651,ALAMEDA,PRIVATE,,CASTRO VALLEY,OUR LADY OF GRACE SCHOOL,27,0,0,26
6913131,ALAMEDA,PRIVATE,,CASTRO VALLEY,REDWOOD CHRISTIAN ELEMENTARY,37,0,0,36
7103989,ALAMEDA,PRIVATE,,DUBLIN,"QUARRY LANE SCHOOL, THE",58,1,2,53
6959878,ALAMEDA,PRIVATE,,DUBLIN,ST. PHILIP LUTHERAN,27,0,0,20
7012222,ALAMEDA,PRIVATE,,DUBLIN,ST. RAYMOND,36,0,0,36
6972657,ALAMEDA,PRIVATE,,DUBLIN,VALLEY CHRISTIAN ELEMENTARY SCHOOL,53,0,0,52
7089451,ALAMEDA,PRIVATE,,FREMONT,BETHEL CHRISTIAN ACADEMY, ,,,
6909840,ALAMEDA,PRIVATE,,FREMONT,FREMONT CHRISTIAN SCHOOL,51,0,1,47
6139778,ALAMEDA,PRIVATE,,FREMONT,GENIUS KIDS INC, ,,,
6972731,ALAMEDA,PRIVATE,,FREMONT,HOLY SPIRIT ELEMENTARY,33,0,0,33
6140461,ALAMEDA,PRIVATE,,FREMONT,ILM ACADEMY,14,0,0,14
6922389,ALAMEDA,PRIVATE,,FREMONT,KIMBER HILLS ACADEMY,32,0,0,32
7047236,ALAMEDA,PRIVATE,,FREMONT,NEW HORIZONS,30,0,0,30
6970628,ALAMEDA,PRIVATE,,FREMONT,OUR LADY OF GUADALUPE,23,0,0,23
7100902,ALAMEDA,PRIVATE,,FREMONT,PEACE TERRACE ACADEMY, ,,,
6967483,ALAMEDA,PRIVATE,,FREMONT,PRINCE OF PEACE LUTHERAN SCHOOL, ,,,
6972996,ALAMEDA,PRIVATE,,FREMONT,ST. JOSEPH ELEMENTARY,24,0,0,24
6206023,ALAMEDA,PRIVATE,,FREMONT,STRATFORD SCHOOL,40,0,1,39
6141923,ALAMEDA,PRIVATE,,FREMONT,STRATFORD SCHOOL,85,0,0,80
6965909,ALAMEDA,PRIVATE,,HAYWARD,ALL SAINTS CATHOLIC SCHOOL,19,0,0,19
6141212,ALAMEDA,PRIVATE,,HAYWARD,KINGDOM BUILDER CHRISTIAN PRIVATE SCHOOL, ,,,
7003304,ALAMEDA,PRIVATE,,HAYWARD,LEA'S CHRISTIAN,18,0,1,17
7103286,ALAMEDA,PRIVATE,,HAYWARD,MONTESSORI CHILDREN'S HOUSE OF HAYWARD,23,0,0,23
6972871,ALAMEDA,PRIVATE,,HAYWARD,ST. BEDE CATHOLIC SCHOOL,16,0,0,16
6965917,ALAMEDA,PRIVATE,,HAYWARD,ST. CLEMENT CATHOLIC,26,0,0,24
6972970,ALAMEDA,PRIVATE,,HAYWARD,ST. JOACHIM'S ELEMENTARY,36,0,0,36
6139620,ALAMEDA,PRIVATE,,KENSINGTON,SHU REN INTERNATIONAL SCHOOL,19,0,3,16
6995583,ALAMEDA,PRIVATE,,LIVERMORE,OUR SAVIOR LUTHERAN,31,0,0,30
6967525,ALAMEDA,PRIVATE,,LIVERMORE,ST. MICHAEL ELEMENTARY,24,0,0,24
6900773,ALAMEDA,PRIVATE,,LIVERMORE,VALLEY MONTESSORI SCHOOL,32,1,4,21
7091234,ALAMEDA,PRIVATE,,NEWARK,CHALLENGER - NEWARK,44,0,3,39
7055411,ALAMEDA,PRIVATE,,NEWARK,CHALLENGER-ARDENWOOD,117,0,1,100
6972921,ALAMEDA,PRIVATE,,NEWARK,ST. EDWARD PARISH,20,0,1,19
7082266,ALAMEDA,PRIVATE,,OAKLAND,ACTS CHRISTIAN ACADEMY,29,0,0,15
7071632,ALAMEDA,PRIVATE,,OAKLAND,AURORA SCHOOL,19,0,3,16
6928725,ALAMEDA,PRIVATE,,OAKLAND,BEACON SCHOOL,10,0,0,10
6967475,ALAMEDA,PRIVATE,,OAKLAND,BENTLEY,41,0,1,40
7095292,ALAMEDA,PRIVATE,,OAKLAND,DR. HERBERT GUICE CHRISTIAN ACADEMY,10,0,0,10
6143077,ALAMEDA,PRIVATE,,OAKLAND,E.M. UNIVERSITY OF SCIENCE & TECHNOLOGY, ,,,
6143101,ALAMEDA,PRIVATE,,OAKLAND,ELIJAH'S UNIVERSITY FOR SELF-DEVELOPMENT, ,,,
6138184,ALAMEDA,PRIVATE,,OAKLAND,ESCUELA BILINGÜE INTERNACIONAL,44,0,2,32
7071970,ALAMEDA,PRIVATE,,OAKLAND,GRAND LAKE MONTESSORI,11,0,1,10
7083397,ALAMEDA,PRIVATE,,OAKLAND,GROWING LIGHT MONTESSORI,22,0,0,22
6932925,ALAMEDA,PRIVATE,,OAKLAND,HEAD-ROYCE SCHOOL,40,0,2,38
6143382,ALAMEDA,PRIVATE,,OAKLAND,IQRAA EDUCATIONAL ACADEMY & SERVICES, ,,,
6906549,ALAMEDA,PRIVATE,,OAKLAND,MILLS COLLEGE CHILDREN'S SCHOOL,19,0,1,13
7054018,ALAMEDA,PRIVATE,,OAKLAND,NORTHERN LIGHT SCHOOL,14,0,0,14
7081524,ALAMEDA,PRIVATE,,OAKLAND,OAKLAND HEBREW DAY,19,0,0,18
6998470,ALAMEDA,PRIVATE,,OAKLAND,PARK DAY,28,0,3,21
6933022,ALAMEDA,PRIVATE,,OAKLAND,PATTEN ACADEMY OF CHRISTIAN EDUCATION,11,0,0,9
6995542,ALAMEDA,PRIVATE,,OAKLAND,REDWOOD DAY SCHOOL,28,0,1,24
6972962,ALAMEDA,PRIVATE,,OAKLAND,SAINT JARLATH SCHOOL, ,,,
6973010,ALAMEDA,PRIVATE,,OAKLAND,SAINT LEO THE GREAT SCHOOL,19,0,0,18
6994107,ALAMEDA,PRIVATE,,OAKLAND,"SAINT VINCENT'S DAY HOME, INC.",26,0,0,26
120436,ALAMEDA,PRIVATE,,OAKLAND,SENECA CENTER - BUILDING BLOCKS PRESCHOOL PROGRAM, ,,,
6904452,ALAMEDA,PRIVATE,,OAKLAND,ST. ANDREW M.B.C. PRIVATE P. C. P. C., ,,,
6967517,ALAMEDA,PRIVATE,,OAKLAND,ST. ANTHONY SCHOOL,25,0,0,25
6972939,ALAMEDA,PRIVATE,,OAKLAND,ST. ELIZABETH ELEMENTARY,38,0,2,34
6973002,ALAMEDA,PRIVATE,,OAKLAND,ST. LAWRENCE O'TOOLE ELEMENTARY,13,0,0,12
6967491,ALAMEDA,PRIVATE,,OAKLAND,ST. MARTIN DE PORRES,27,0,0,27
6960694,ALAMEDA,PRIVATE,,OAKLAND,ST. PAUL'S EPISCOPAL,37,0,0,37
6967533,ALAMEDA,PRIVATE,,OAKLAND,ST. THERESA SCHOOL,30,0,0,30
6203814,ALAMEDA,PRIVATE,,OAKLAND,STARLITE SCHOOL,10,0,0,10
6972632,ALAMEDA,PRIVATE,,PIEDMONT,CORPUS CHRISTI ELEMENTARY,28,0,0,28
7098585,ALAMEDA,PRIVATE,,PLEASANTON,LIGHTHOUSE BAPTIST SCHOOL, ,,,
6143788,ALAMEDA,PRIVATE,,PLEASANTON,STRATFORD SCHOOL,105,0,4,81
6972574,ALAMEDA,PRIVATE,,SAN LEANDRO,ASSUMPTION,24,1,0,23
6932800,ALAMEDA,PRIVATE,,SAN LEANDRO,CHINESE CHRISTIAN SCHOOLS–SAN LEANDRO,49,0,0,46
7072317,ALAMEDA,PRIVATE,,SAN LEANDRO,"PRINCIPLED ACADEMY, THE",15,0,2,13
6972947,ALAMEDA,PRIVATE,,SAN LEANDRO,ST. FELICITAS CATHOLIC SCHOOL,31,0,0,30
6970636,ALAMEDA,PRIVATE,,SAN LEANDRO,ST. LEANDER,26,0,0,26
6972624,ALAMEDA,PRIVATE,,SAN LORENZO,CALVARY LUTHERAN ELEMENTARY,15,0,0,11
6970602,ALAMEDA,PRIVATE,,SAN LORENZO,ST. JOHN ELEMENTARY,18,0,0,18
6138648,ALAMEDA,PRIVATE,,UNION CITY,MISSION HILLS MIDDLE SCHOOL, ,,,
6200877,ALAMEDA,PRIVATE,,UNION CITY,NORTHSTAR SCHOOL,15,0,0,15
6977862,ALAMEDA,PRIVATE,,UNION CITY,OUR LADY OF THE ROSARY,23,0,0,23
7096225,ALAMEDA,PRIVATE,,UNION CITY,PURPLE LOTUS BUDDHIST SCHOOL, ,,,
7088743,ALAMEDA,PRIVATE,,UNION CITY,UNION CITY CHRISTIAN SCHOOL,12,0,0,11
6002794,ALPINE,PUBLIC,ALPINE COUNTY UNIFIED,MARKLEEVILLE,DIAMOND VALLEY ELEMENTARY,12,0,1,10
6002810,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,IONE,IONE ELEMENTARY,68,0,4,64
6002828,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,JACKSON,JACKSON ELEMENTARY,88,0,5,67
6002844,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,JACKSON,PINE GROVE ELEMENTARY,33,0,10,23
6002851,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,PIONEER,PIONEER ELEMENTARY,29,0,1,25
6002869,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,PLYMOUTH,PLYMOUTH ELEMENTARY,31,0,2,29
6002877,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,SUTTER CREEK,SUTTER CREEK ELEMENTARY,42,0,6,32
6002919,BUTTE,PUBLIC,BANGOR UNION ELEMENTARY,BANGOR,BANGOR ELEMENTARY,16,0,1,15
6002943,BUTTE,PUBLIC,BIGGS UNIFIED,BIGGS,BIGGS ELEMENTARY,35,0,3,28
114991,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,CHICO,CORE BUTTE CHARTER,37,0,20,17
430090,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,OROVILLE,LEARNING COMMUNITY CHARTER,17,0,2,14
6119523,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,BLUE OAK CHARTER,59,0,12,19
6002968,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CHAPMAN ELEMENTARY,60,1,9,50
6113773,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CHICO COUNTRY DAY,61,0,7,54
6002976,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CITRUS AVENUE ELEMENTARY,63,0,8,55
6111116,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,EMMA WILSON ELEMENTARY,103,0,3,99
6003008,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,HOOKER OAK ELEMENTARY,65,0,6,58
6109722,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,LITTLE CHICO CREEK ELEMENTARY,68,0,0,65
6003032,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,MARIGOLD ELEMENTARY,85,0,6,79
6003024,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,MCMANUS (JOHN A.) ELEMENTARY,77,0,0,69
6003040,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,NEAL DOW ELEMENTARY,56,0,3,53
110551,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,NORD COUNTRY,21,0,1,20
6003073,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,PARKVIEW ELEMENTARY,65,0,7,56
6003081,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,ROSEDALE ELEMENTARY,90,0,3,85
6003099,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SHASTA ELEMENTARY,80,0,5,75
121475,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SHERWOOD MONTESSORI,23,0,5,13
6003107,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SIERRA VIEW ELEMENTARY,81,0,3,75
123810,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,WILDFLOWER OPEN CLASSROOM,20,0,10,10
118042,BUTTE,PUBLIC,CHICO UNIFIED,FOREST RANCH,FOREST RANCH CHARTER,15,0,1,9
6003115,BUTTE,PUBLIC,DURHAM UNIFIED,DURHAM,DURHAM ELEMENTARY,83,0,15,68
6003131,BUTTE,PUBLIC,GOLDEN FEATHER UNION ELEMENTARY,OROVILLE,CONCOW ELEMENTARY,10,0,1,8
6003156,BUTTE,PUBLIC,GRIDLEY UNIFIED,GRIDLEY,MCKINLEY ELEMENTARY,171,0,3,168
6003198,BUTTE,PUBLIC,MANZANITA ELEMENTARY,GRIDLEY,MANZANITA ELEMENTARY,28,0,3,25
6003214,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,BIRD STREET ELEMENTARY,27,0,0,24
6003255,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,OAKDALE HEIGHTS ELEMENTARY,92,0,0,90
6003263,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,OPHIR ELEMENTARY,77,0,2,75
6003271,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,STANFORD AVENUE ELEMENTARY,94,1,0,84
6094957,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,WYANDOTTE AVENUE ELEMENTARY,42,0,0,41
6003289,BUTTE,PUBLIC,PALERMO UNION ELEMENTARY,OROVILLE,HELEN M. WILCOX ELEMENTARY,167,0,4,162
6113526,BUTTE,PUBLIC,PARADISE UNIFIED,MAGALIA,CEDARWOOD ELEMENTARY,51,0,3,46
6105522,BUTTE,PUBLIC,PARADISE UNIFIED,MAGALIA,PINE RIDGE,53,0,4,41
110338,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,ACHIEVE CHARTER SCHOOL OF PARADISE INC.,20,0,4,15
6113765,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,CHILDREN'S COMMUNITY CHARTER,22,0,4,18
6003313,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,PARADISE ELEMENTARY,125,0,8,110
6003339,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,PONDEROSA ELEMENTARY,105,0,7,83
102327,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,PLUMAS AVENUE ELEMENTARY,62,0,1,57
6003362,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,POPLAR AVENUE ELEMENTARY,47,0,1,46
6003370,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,SIERRA AVENUE ELEMENTARY,60,0,8,52
6973168,BUTTE,PRIVATE,,CHICO,CHICO CHRISTIAN,40,0,3,27
7034820,BUTTE,PRIVATE,,CHICO,CHICO OAKS ADVENTIST SCHOOL,13,0,0,13
6967582,BUTTE,PRIVATE,,CHICO,NOTRE DAME SCHOOL,25,1,0,22
6906598,BUTTE,PRIVATE,,OROVILLE,OROVILLE CHRISTIAN SCHOOL,22,0,2,19
6926109,BUTTE,PRIVATE,,OROVILLE,ST. THOMAS THE APOSTLE,16,0,0,16
6973903,BUTTE,PRIVATE,,PARADISE,PARADISE ADVENTIST ACADEMY,12,0,0,8
6077150,CALAVERAS,PUBLIC,CALAVERAS COUNTY OFFICE OF EDUCATION,ANGELS CAMP,CALAVERAS COUNTY SPECIAL EDUCATION (SELPA), ,,,
530154,CALAVERAS,PUBLIC,CALAVERAS COUNTY OFFICE OF EDUCATION,SAN ANDREAS,MOUNTAIN OAKS,22,0,7,12
530097,CALAVERAS,PUBLIC,CALAVERAS COUNTY ROP,ANGELS CAMP,CALAVERAS COUNTY ROP, ,,,
6003420,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,RAIL ROAD FLAT,RAIL ROAD FLAT ELEMENTARY,13,0,3,8
6003438,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,SAN ANDREAS,SAN ANDREAS ELEMENTARY,58,0,7,38
6108518,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,JENNY LIND ELEMENTARY,84,0,3,75
6003446,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,VALLEY SPRINGS ELEMENTARY,82,0,7,67
6003453,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,WEST POINT,WEST POINT ELEMENTARY,22,0,1,15
6003461,CALAVERAS,PUBLIC,MARK TWAIN UNION ELEMENTARY,ANGELS CAMP,MARK TWAIN ELEMENTARY,51,0,7,42
6003388,CALAVERAS,PUBLIC,MARK TWAIN UNION ELEMENTARY,COPPEROPOLIS,COPPEROPOLIS ELEMENTARY,37,0,2,33
6003396,CALAVERAS,PUBLIC,VALLECITO UNION,ARNOLD,HAZEL FISCHER ELEMENTARY,23,0,6,17
6088975,CALAVERAS,PUBLIC,VALLECITO UNION,MURPHYS,ALBERT A. MICHELSON ELEMENTARY,51,0,5,38
6138606,CALAVERAS,PRIVATE,,MOUNTAIN RANCH,KINGSWAY LEARNING CENTER, ,,,
6003495,COLUSA,PUBLIC,COLUSA UNIFIED,COLUSA,JAMES M. BURCHFIELD PRIMARY,147,0,0,146
6003503,COLUSA,PUBLIC,MAXWELL UNIFIED,MAXWELL,MAXWELL ELEMENTARY,30,0,0,29
6003511,COLUSA,PUBLIC,PIERCE JOINT UNIFIED,ARBUCKLE,ARBUCKLE ELEMENTARY,102,0,0,102
6003537,COLUSA,PUBLIC,PIERCE JOINT UNIFIED,GRIMES,GRAND ISLAND ELEMENTARY,13,0,0,12
6003552,COLUSA,PUBLIC,WILLIAMS UNIFIED,WILLIAMS,WILLIAMS PRIMARY ELEMENTARY,122,0,1,121
6905780,COLUSA,PRIVATE,,COLUSA,OUR LADY OF LOURDES PARISH,12,0,0,12
6115703,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY,31,0,4,27
115063,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY II,21,0,3,18
6003578,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,BELSHAW ELEMENTARY,96,0,1,87
106583,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,CARMEN DRAGON ELEMENTARY,119,0,2,111
6117501,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,DIABLO VISTA ELEMENTARY,66,0,0,61
6003594,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,FREMONT ELEMENTARY,94,0,2,91
6115380,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,GRANT ELEMENTARY,97,0,2,94
6110514,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,JACK LONDON ELEMENTARY,74,0,6,68
6003602,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,KIMBALL ELEMENTARY,115,0,5,110
100461,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,LONE TREE ELEMENTARY,116,0,0,98
6003610,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MARSH ELEMENTARY,81,0,0,80
6084941,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MISSION ELEMENTARY,121,1,0,104
6108989,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MUIR (JOHN) ELEMENTARY,89,0,2,86
119586,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,R.A.A.M.P. CHARTER ACADEMY,23,0,1,22
6003628,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,SUTTER ELEMENTARY,122,0,0,117
6003636,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,TURNER ELEMENTARY,95,1,0,93
113761,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,OAKLEY,ORCHARD PARK,72,0,2,67
6003644,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,BRENTWOOD ELEMENTARY,102,0,4,97
6070981,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,GARIN ELEMENTARY,117,0,1,113
6117410,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,LOMA VISTA ELEMENTARY,125,0,10,114
108019,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,MARSH CREEK ELEMENTARY,128,0,3,120
127464,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,MARY CASEY BLACK ELEMENTARY,75,0,0,69
102376,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,PIONEER ELEMENTARY,119,0,5,114
6119754,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,R. PAUL KREY ELEMENTARY,130,0,5,124
6109730,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,RON NUNN ELEMENTARY,75,0,6,69
6101943,CONTRA COSTA,PUBLIC,BYRON UNION ELEMENTARY,DISCOVERY BAY,DISCOVERY BAY ELEMENTARY,76,0,2,73
6119838,CONTRA COSTA,PUBLIC,BYRON UNION ELEMENTARY,DISCOVERY BAY,TIMBER POINT ELEMENTARY,83,0,1,75
6003701,CONTRA COSTA,PUBLIC,JOHN SWETT UNIFIED,RODEO,RODEO HILLS ELEMENTARY,150,0,0,148
6003719,CONTRA COSTA,PUBLIC,KNIGHTSEN ELEMENTARY,KNIGHTSEN,KNIGHTSEN ELEMENTARY,55,0,0,54
6003727,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,BURTON VALLEY ELEMENTARY,113,1,3,106
6003743,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,HAPPY VALLEY ELEMENTARY,84,0,9,70
6003750,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,LAFAYETTE ELEMENTARY,87,0,3,76
6003792,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,SPRINGHILL ELEMENTARY,65,0,2,53
